id,name,lat_lon,free_bikes,poi_name,dist2station,rating,reviews
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,The Famous Indian Cuisine,809.8067400048328,4.0,66
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,Lahore Chaat & Desi Burger House,836.073363031042,4.0,16
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,Occasions Restaurant,908.651742426724,4.0,45
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,Jules Bistro,724.0458166129055,3.5,27
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,Regency Restaurant,779.0130455385532,4.0,78
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,Blondies,861.4874302724193,4.0,52
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,Simple Coffee,377.71945333078975,4.5,2
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,JP Restaurant,868.7163980383974,3.5,10
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,The Social Gardener,839.3721467797657,3.5,5
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,Motimahal,820.9476903595535,3.5,108
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,Shish,882.1266222359825,3.0,20
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,Butter Chicken Roti,269.8924212338174,2.5,13
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,Maestro Omarâs Gourmet Pizza,760.3739598694156,4.0,8
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,Leela Indian Food Bar,829.0861018161038,4.5,14
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,The Thirsty Loon,792.3322184932346,4.0,2
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,New Town Family Restaurant,914.6448458728536,3.5,14
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,Flying Pony,803.3293219941002,4.0,31
7303,Queen St E / Woodward Ave,"43.665269,-79.319796",5,Lahore Grill & Fast Food,946.9555889685644,3.5,12
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Agio,646.4712110381079,4.5,188
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Rush Hour,440.3807915157757,4.5,46
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Famiglia Baldassarre,888.6585807335229,4.5,68
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Meta Dos Leitoes,622.2462797683386,4.5,7
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Parallel,631.8823306471566,4.0,94
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Love Chix,292.2904736197312,3.5,45
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,The Sovereign,506.778964258629,4.5,35
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,North Of Brooklyn,597.6101584467683,4.0,42
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Century Park Tavern,299.6021921678177,3.5,3
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,El SazÃ³n Mexicano,644.4584382403085,4.0,10
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Rio 40 Restaurant,671.4154156763975,4.0,63
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Brasa Peruvian Kitchen,722.2254300821098,5.0,8
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,King's Tacos,748.0025230177372,4.0,80
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Defina Wood Fired,711.2083597651887,3.5,26
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,CANO Restaurant,915.1775649252512,4.5,65
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,The Morning Star Restaurant,384.7334861576575,2.5,2
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Royal Caribbean Cafe,843.8130430746783,4.0,28
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Piri Piri Grill,652.0344441807152,3.5,51
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Itacate,1133.499451999319,4.5,56
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Atomic 10,931.635048024702,4.5,24
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,DeSotos Eatery,947.5439424369904,4.0,82
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Marcelloâs pizzeria,769.5753009498222,4.0,99
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,La Bruschetta Restaurant,600.3999690532293,4.0,39
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,La Morena,729.1281878563793,5.0,8
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Gaucho Pie,898.6369769209161,4.5,8
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Lucia,981.6022884525086,4.0,10
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Barista & Chef,1124.5364570370357,4.5,53
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Tre Mari Bakery,600.1521333713055,4.5,92
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Koji Japanese Restaurant,873.9979542109148,4.5,38
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Stop BBQ Chicken,884.9611102138603,4.0,11
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Lox + Schmear,1060.466420007241,4.5,40
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Cantanhede O Bairradino,995.6213678960268,4.0,40
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Tuckshop Kitchen,1062.8492203416472,4.5,57
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Frankâs Pizza House,659.0933696247339,3.5,99
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,kapital restaurant & Grill,879.1494181626083,5.0,1
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Kaito Sushi,671.8135789806229,3.5,32
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Pho Lang Van,1200.0010417058202,4.0,56
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Pupusas To Go,755.0386087213659,5.0,1
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Taqueria Gus,1247.1697496153288,5.0,3
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Donna's,981.4063564745096,4.5,26
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Khmer Thai Restaurant,1091.4762270896767,4.0,139
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Good Behaviour,913.5514325875646,4.5,46
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Mattachioni,1027.8669467793288,4.0,45
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Tenoch Restaurant,1246.590930926803,3.5,68
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,EL TREN LATÃNO,774.1798552345078,4.0,1
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Pho Rang Dong,703.7812358907115,3.5,21
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Limon Lounge,898.2638467953951,5.0,2
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Sushi California,691.472699408898,3.5,100
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Wendy's,428.4581911340815,0.0,0
7301,Primrose Ave / Davenport Rd,"43.67142,-79.445947",6,Pizza e Pazzi,750.6863488907695,4.0,86
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Jaclyn's,29.25726257289997,4.5,15
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Casa Di Giorgios,211.83409499769652,4.0,74
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Lake Inez,726.2105823651318,4.5,94
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Sauvignon Bistro,887.4319123806576,4.0,41
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Mattachioni,728.4699999778046,4.5,5
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Beach Club,735.5028477283719,3.0,17
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,British Style Fish & Chips,269.51772516492844,4.0,52
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,O Sushi,78.63482295741966,4.0,58
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Burrito Bandidos,98.6322740742002,3.5,57
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Le Conciliabule,956.331207754258,4.5,12
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Maru Japanese Bistro,554.286078137481,4.0,15
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Chino Locos Original,657.1995064881952,4.0,190
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,The Burger's Priest,177.64325975172713,3.5,503
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,The Sidekick,625.5297678614602,4.5,31
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Hastings Snack Bar,946.0044248009332,4.5,41
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Black Pony,732.1834312071888,4.5,8
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Toto Sushi,729.075780442278,4.5,30
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Lazy Daisy's Cafe,735.3127653824478,4.0,152
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Simple Coffee,179.61097544943468,4.5,2
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Chick-N-Joy,319.9391251360251,4.0,55
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Puerto Bravo,744.6803620851091,4.5,4
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,McDonald's,168.8691069904703,2.5,22
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Karma's Kitchen,755.6731487322779,4.0,62
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Tea N Bannock,952.8708057256092,4.5,44
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Good Behaviour,877.5420050412135,4.5,8
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Desi Burger,839.9463247313364,4.0,12
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,BIRDIES Fried Chicken,789.4736393738411,4.5,10
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Occasions Restaurant,795.2799227847504,4.0,45
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Butter Chicken Roti,72.41293906313112,2.5,13
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Maha's,1066.4121359855728,4.0,580
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Lahore Tikka House,802.997541789159,3.5,542
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,The Famous Indian Cuisine,791.8885777855301,4.0,66
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Regency Restaurant,747.3465997096421,4.0,78
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Lahore Chaat & Desi Burger House,845.6703368665782,4.0,16
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Kabul Kabab House,876.9756055726073,4.0,6
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Maestro Omarâs Gourmet Pizza,560.6949940322942,4.0,8
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,JP Restaurant,776.8618620716447,3.5,10
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Pachira Asian Cuisine,72.38064610189745,1.0,1
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Jules Bistro,915.4353499877894,3.5,27
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,New Town Family Restaurant,826.217367162535,3.5,14
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Motimahal,790.1981673684573,3.5,108
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,The Thirsty Loon,708.8060406579343,4.0,2
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Flying Pony,730.3713917676681,4.0,31
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,The Social Gardener,863.6850306380934,3.5,5
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Leela Indian Food Bar,833.2911410986461,4.5,14
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Pizza Nova,102.4110581583838,2.5,3
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Udupi Palace,776.9763782879496,3.5,206
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Lahore Grill & Fast Food,1008.5409336983436,3.5,12
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,Chandni Chowk Restaurant,784.142212018523,3.5,31
7309,Queen St. E / Rhodes Ave.,"43.666224,-79.317693",13,GG's,735.5028477283719,3.0,3
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Richmond Station,292.63892114847755,4.5,873
7045,Bond St / Queen St E,"43.653236,-79.376716",9,The Rabbit Hole,426.2887524094813,4.0,30
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Pearl Diver,300.7711618613883,4.0,623
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Mogouyan Hand-Pulled Noodles,681.0174839428291,4.5,49
7045,Bond St / Queen St E,"43.653236,-79.376716",9,The Senator,334.0862515727654,4.0,488
7045,Bond St / Queen St E,"43.653236,-79.376716",9,KINKA IZAKAYA ORIGINAL,818.3672641461987,4.0,1790
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Pai Northern Thai Kitchen,1133.0794884581526,4.5,3364
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Cafe Oro Di Napoli,418.2400800533181,4.5,86
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Katsuya,768.4957450459857,4.5,480
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Beerbistro,420.6646117132331,4.0,678
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Bob's Bulgogi,137.58338363742573,4.0,86
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Gyukatsu Kyoto Katsugyu,412.2541837409274,4.0,150
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Haidilao Hot Pot,295.39265490625434,4.5,18
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Hendriks Restaurant & Bar,269.68300532343875,4.0,112
7045,Bond St / Queen St E,"43.653236,-79.376716",9,George Restaurant,192.6142792678453,4.5,292
7045,Bond St / Queen St E,"43.653236,-79.376716",9,The Carbon Bar,155.29815182838993,4.0,410
7045,Bond St / Queen St E,"43.653236,-79.376716",9,King Taps,651.9579259275845,4.0,388
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Chef's Hall,653.6126788038631,4.0,312
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Egg Club,377.474626888862,4.5,126
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Gyu-Kaku Japanese BBQ,233.78953510487304,4.0,203
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Moon Palace,563.5811521512376,4.0,51
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Carisma,331.2527022749068,4.0,197
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Laylak Lebanese Cuisine,285.0219284754331,5.0,2
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Congee Queen,705.0325249421304,4.0,35
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Trattoria Mercatto,285.89566034981624,3.5,228
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Cactus Club Cafe,624.5757406693901,4.0,585
7045,Bond St / Queen St E,"43.653236,-79.376716",9,GB Hand-pulled Noodles,678.92051370892,4.0,572
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Terroni,282.6465757337897,3.5,773
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Hokkaido Ramen Santouka,348.860250573101,4.0,886
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Library Bar,862.2803532383945,4.0,124
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Teller's Bar and Lounge,500.2520040199727,4.5,5
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Fusaro's,573.7240212794653,4.0,91
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Tachi,667.9248958837743,4.5,177
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Adobar,508.7732463147237,5.0,5
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Amano Trattoria,646.7952231133162,4.5,20
7045,Bond St / Queen St E,"43.653236,-79.376716",9,The Queen And Beaver Public House,699.7921068840234,4.0,405
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Eggspectation,364.43324709836327,4.0,755
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Daldongnae,656.1351614598614,5.0,4
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Piano Piano,500.9842218130923,4.0,8
7045,Bond St / Queen St E,"43.653236,-79.376716",9,FAMO Sandwiches,590.017007405944,4.5,34
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Byblos,1114.7231871428155,4.5,891
7045,Bond St / Queen St E,"43.653236,-79.376716",9,The Poke Box,294.6039536259792,4.5,176
7045,Bond St / Queen St E,"43.653236,-79.376716",9,La Bettola Di Terroni,165.77027250347734,3.5,150
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Woods Restaurant & Bar,490.50669827536206,4.0,92
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Vietlicious Toronto,573.8117498572693,4.5,4
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Horangee Sikdang,946.3747857480644,4.0,7
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Artisan Plus,676.3236165198912,4.0,56
7045,Bond St / Queen St E,"43.653236,-79.376716",9,SeoulChild,792.0929185777335,5.0,1
7045,Bond St / Queen St E,"43.653236,-79.376716",9,The Chase,317.7689497204306,3.5,423
7045,Bond St / Queen St E,"43.653236,-79.376716",9,Portico Restaurant & Lounge,197.36521003527488,4.0,28
7044,Church St / Alexander St,"43.663722,-79.380288",0,KINKA IZAKAYA ORIGINAL,383.3225709992662,4.0,1790
7044,Church St / Alexander St,"43.663722,-79.380288",0,Katsuya,432.97510803376827,4.5,480
7044,Church St / Alexander St,"43.663722,-79.380288",0,Horangee Sikdang,393.4154721088926,4.0,7
7044,Church St / Alexander St,"43.663722,-79.380288",0,Kintaro Izakaya,52.83519430742135,4.0,236
7044,Church St / Alexander St,"43.663722,-79.380288",0,Mabu Generation,395.9857807069012,4.5,51
7044,Church St / Alexander St,"43.663722,-79.380288",0,Egg Club Wellesley,305.4720539573997,4.5,32
7044,Church St / Alexander St,"43.663722,-79.380288",0,Hair of the Dog,102.74360938293962,4.0,365
7044,Church St / Alexander St,"43.663722,-79.380288",0,Pocha 1989,176.3187908530637,3.5,18
7044,Church St / Alexander St,"43.663722,-79.380288",0,Si Lom Thai Bistro,150.84693891511927,4.0,197
7044,Church St / Alexander St,"43.663722,-79.380288",0,Lao Lao Bar,489.1168824494816,4.5,4
7044,Church St / Alexander St,"43.663722,-79.380288",0,The Cherie  Bistro,163.62467104721765,4.0,22
7044,Church St / Alexander St,"43.663722,-79.380288",0,Gurume Sushi,265.3156090875458,5.0,42
7044,Church St / Alexander St,"43.663722,-79.380288",0,Sinjeon Topokki,309.7401158352471,4.0,1
7044,Church St / Alexander St,"43.663722,-79.380288",0,Sanuki Udon,254.27967161117215,4.5,2
7044,Church St / Alexander St,"43.663722,-79.380288",0,Hotopia,254.94995216483292,3.5,26
7044,Church St / Alexander St,"43.663722,-79.380288",0,Koyoi Restaurant & Bar,530.7224978072376,4.0,135
7044,Church St / Alexander St,"43.663722,-79.380288",0,Mogouyan Hand-Pulled Noodles,954.1351089118326,4.5,49
7044,Church St / Alexander St,"43.663722,-79.380288",0,Loaded Pierogi,113.17541235612012,3.5,27
7044,Church St / Alexander St,"43.663722,-79.380288",0,The Carlton Restaurant,232.8943221484644,4.5,7
7044,Church St / Alexander St,"43.663722,-79.380288",0,Congee Queen,617.9606273164119,4.0,35
7044,Church St / Alexander St,"43.663722,-79.380288",0,Dakgogi,280.43253315734853,3.0,32
7044,Church St / Alexander St,"43.663722,-79.380288",0,Torch Pressed Sushi,246.99700119719063,4.5,72
7044,Church St / Alexander St,"43.663722,-79.380288",0,Mogouyuan Hand-Pulled Noodles,815.9742293160444,4.0,81
7044,Church St / Alexander St,"43.663722,-79.380288",0,Como En Casa,383.5418141484669,4.0,241
7044,Church St / Alexander St,"43.663722,-79.380288",0,Storm Crow Manor,353.79213063846925,4.0,138
7044,Church St / Alexander St,"43.663722,-79.380288",0,Yuzuki,881.8424510586724,4.5,40
7044,Church St / Alexander St,"43.663722,-79.380288",0,The Senator,892.664212006901,4.0,488
7044,Church St / Alexander St,"43.663722,-79.380288",0,Darvish Restaurant,309.6541388030282,4.0,113
7044,Church St / Alexander St,"43.663722,-79.380288",0,Gyukatsu Kyoto Katsugyu,823.0274131384035,4.0,150
7044,Church St / Alexander St,"43.663722,-79.380288",0,Stuu Stuu,266.63209532873424,5.0,2
7044,Church St / Alexander St,"43.663722,-79.380288",0,Tokyo Kitchen,712.320655705056,4.0,166
7044,Church St / Alexander St,"43.663722,-79.380288",0,Daldongnae,638.6899759604677,5.0,4
7044,Church St / Alexander St,"43.663722,-79.380288",0,BOKU,343.2818620813434,3.5,29
7044,Church St / Alexander St,"43.663722,-79.380288",0,Mr.Tonkatsu,346.8242764580427,4.0,78
7044,Church St / Alexander St,"43.663722,-79.380288",0,Soy Boys,79.47181055591459,5.0,5
7044,Church St / Alexander St,"43.663722,-79.380288",0,Miss Fu In Chengdu,588.1784616688042,4.0,5
7044,Church St / Alexander St,"43.663722,-79.380288",0,Four Four South Village,312.7902569799034,3.5,116
7044,Church St / Alexander St,"43.663722,-79.380288",0,Edomae Kiyomi,426.90428919819897,4.0,27
7044,Church St / Alexander St,"43.663722,-79.380288",0,Bocconcini Toronto,448.79808852915215,4.5,24
7044,Church St / Alexander St,"43.663722,-79.380288",0,Sang-Ji Fried Bao,696.239090316023,5.0,2
7044,Church St / Alexander St,"43.663722,-79.380288",0,Cafe Landwer - Yonge & Bloor,806.0159111536009,4.0,54
7044,Church St / Alexander St,"43.663722,-79.380288",0,Tinuno,933.8040932656296,4.0,620
7044,Church St / Alexander St,"43.663722,-79.380288",0,The Queen And Beaver Public House,750.2916296459066,4.0,405
7044,Church St / Alexander St,"43.663722,-79.380288",0,GB Hand-pulled Noodles,832.3818529045659,4.0,572
7044,Church St / Alexander St,"43.663722,-79.380288",0,M'Zaar Restaurant,576.5606662670724,4.0,148
7044,Church St / Alexander St,"43.663722,-79.380288",0,Tomyum Restaurant & Wine Bar,383.6161656374015,3.5,7
7044,Church St / Alexander St,"43.663722,-79.380288",0,Deer Garden Signatures,594.4762300196762,3.5,16
7044,Church St / Alexander St,"43.663722,-79.380288",0,The Churchmouse: A Firkin Pub,99.53303049223804,3.5,82
7044,Church St / Alexander St,"43.663722,-79.380288",0,Okonomi House Restaurant,750.7287906076606,4.0,311
7044,Church St / Alexander St,"43.663722,-79.380288",0,Ajisen Ramen and Bar,242.4798561431521,3.5,7
7047,University Ave / Gerrard St W (East Side),"43.657763,-79.389165",7,Mogouyan Hand-Pulled Noodles,442.3264603549685,4.5,49
7047,University Ave / Gerrard St W (East Side),"43.657763,-79.389165",7,Dzo Viet Eatery,425.6748376584693,4.0,135
7047,University Ave / Gerrard St W (East Side),"43.657763,-79.389165",7,Soya Mandarin Kitchen,393.32280445325625,4.5,33
7047,University Ave / Gerrard St W (East Side),"43.657763,-79.389165",7,Richmond Station,1066.148496019152,4.5,873
7047,University Ave / Gerrard St W (East Side),"43.657763,-79.389165",7,Yuugi Izakaya,436.7510327540966,4.5,80
